{'market_cap': 1970604000000, 'name': 'KODEX 레버리지', 'date': '20180130', 'industry': 'ETF', 'price': '19095', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '122630', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 6175248300000, 'name': '한화생명', 'date': '20180130', 'industry': '보험업', 'price': '7110', 'pbr': 0.63, 'eps': '916', 'market_type': 'KOSPI', 'bps': '11351', 'industry_per': '12.15', 'code': '088350', 'per': '7.76', 'foreign_ratio': '18.71', 'face_val': '5000', 'foreign_limit': '868530000', 'foreign_possession': '162509224', 'yield_ret': '1.12'}
{'market_cap': 4783951079000, 'name': 'NH투자증권', 'date': '20180130', 'industry': '증권', 'price': '17000', 'pbr': 1.1, 'eps': '786', 'market_type': 'KOSPI', 'bps': '15497', 'industry_per': '23.06', 'code': '005940', 'per': '21.63', 'foreign_ratio': '14.37', 'face_val': '5000', 'foreign_limit': '281408887', 'foreign_possession': '40446563', 'yield_ret': '2.35'}
{'market_cap': 181492591500, 'name': '세종공업', 'date': '20180130', 'industry': '운수장비', 'price': '9050', 'pbr': 0.44, 'eps': '720', 'market_type': 'KOSPI', 'bps': '20355', 'industry_per': '9.58', 'code': '033530', 'per': '12.57', 'foreign_ratio': '4.50', 'face_val': '500', 'foreign_limit': '20054430', 'foreign_possession': '902175', 'yield_ret': '2.21'}
{'market_cap': 1799226271700, 'name': '두산중공업', 'date': '20180130', 'industry': '기계', 'price': '16900', 'pbr': 0.58, 'eps': '-1431', 'market_type': 'KOSPI', 'bps': '29119', 'industry_per': '-87.20', 'code': '034020', 'per': '-11.81', 'foreign_ratio': '9.76', 'face_val': '5000', 'foreign_limit': '106463093', 'foreign_possession': '10390217', 'yield_ret': '3.25'}
{'market_cap': 162810914450, 'name': 'SH에너지화학', 'date': '20180130', 'industry': '화학', 'price': '1465', 'pbr': 1.59, 'eps': '161', 'market_type': 'KOSPI', 'bps': '922', 'industry_per': '14.83', 'code': '002360', 'per': '9.10', 'foreign_ratio': '35.10', 'face_val': '500', 'foreign_limit': '111133730', 'foreign_possession': '39009670', 'yield_ret': '3.75'}
{'market_cap': 426000000000, 'name': '카프로', 'date': '20180130', 'industry': '화학', 'price': '10650', 'pbr': 1.69, 'eps': '-191', 'market_type': 'KOSPI', 'bps': '6298', 'industry_per': '14.83', 'code': '006380', 'per': '-55.76', 'foreign_ratio': '5.67', 'face_val': '500', 'foreign_limit': '40000000', 'foreign_possession': '2267843', 'yield_ret': 0}
{'market_cap': 64793799525, 'name': '성문전자', 'date': '20180130', 'industry': '전기전자', 'price': '3325', 'pbr': 1.9, 'eps': '-62', 'market_type': 'KOSPI', 'bps': '1750', 'industry_per': '51.37', 'code': '014910', 'per': '-53.63', 'foreign_ratio': '0.93', 'face_val': '500', 'foreign_limit': '19486857', 'foreign_possession': '181258', 'yield_ret': 0}
{'market_cap': 111110684100, 'name': '흥아해운', 'date': '20180130', 'industry': '운수창고', 'price': '87{'market_cap': 14624674960000, 'name': '넷마블게임즈', 'date': '20180130', 'industry': '서비스업', 'price': '172000', 'pbr': 9.58, 'eps': '2719', 'market_type': 'KOSPI', 'bps': '17946', 'industry_per': '54.29', 'code': '251270', 'per': '63.26', 'foreign_ratio': '27.22', 'face_val': '100', 'foreign_limit': '85027180', 'foreign_possession': '23144207', 'yield_ret': 0}
{'market_cap': 114478000000, 'name': 'TIGER 원유선물Enhanced(H)', 'date': '20180130', 'industry': 'ETF', 'price': '4810', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '130680', 'per': {'market_cap': 198926680320, 'name': '오리엔트바이오', 'date': '20180130', 'industry': '의약품', 'price': '1220', 'pbr': 2.8, 'eps': '-121', 'market_type': 'KOSPI', 'bps': '436', 'industry_per': '9.58', 'code': '002630', 'per': '-10.08', 'foreign_ratio': '1.72', 'face_val': '500', 'foreign_limit': '163054656', 'foreign_possession': '2797842', 'yield_ret': 0}
{'market_cap': 136237172788, 'name': 'DB', 'date': '20180130', 'industry': '서비스업', 'price': '718', 'pbr': 0.81, 'eps': '-114', 'market_type': 'KOSPI', 'bps': '881', 'industry_per': '41.45', 'code': '012030', 'per': '-6.30', 'foreign_ratio': '2.60', 'face_val': '500', 'foreign_limit': '189745366', 'foreign_possession': '4935718', 'yield_ret': 0}
{'market_cap': 323226013650, 'name': '일진홀딩스', 'date': '20180130', 'industry': '기타금융업', 'price': '6550', 'pbr': 1.07, 'eps': '-276', 'market_type': 'KOSPI', 'bps': '6108', 'industry_per': '32.66', 'code': '015860', 'per': '-23.73', 'foreign_ratio': '0.89', 'face_val': '1000', 'foreign_limit': '49347483', 'foreign_possession': '438821', 'yield_ret': '0.46'}
{'market_cap': 216470378000, 'name': '지엠비코리아', 'date': '20180130', 'industry': '운수장비', 'price': '11350', 'pbr': 0.98, 'eps': '983', 'market_type': 'KOSPI', 'bps': '11628', 'industry_per': '9.58', 'code': '013870', 'per': '11.55', 'foreign_ratio': '59.72', 'face_val': '500', 'foreign_limit': '19072280', 'foreign_possession': '11389385', 'yield_ret': '1.32'}
{'market_cap': 384909444900, 'name': '파미셀', 'date': '20180130', 'industry': '의약품', 'price': '6590', 'pbr': 4.07, 'eps': '-12', 'market_type': 'KOSPI', 'bps': '1621', 'industry_per': '14.83', 'code': '005690', 'per': '-549.17', 'foreign_ratio': '1.84', 'face_val': '500', 'foreign_limit': '58408110', 'foreign_possession': '1072913', 'yield_ret': 0}
{'market_cap': 741644311400, 'name': '에이프로젠KIC', 'date': '20180130', 'industry': '기계', 'price': '14900', 'pbr': 7.14, 'eps': '148', 'market_type': 'KOSPI', 'bps': '2087', 'industry_per': '-87.20', 'code': '007460', 'per': '100.68', 'foreign_ratio': '0.52', 'face_val': '500', 'foreign_limit': '49774786', 'foreign_possession': '259375', 'yield_ret': 0}
{'market_cap': 2257769965500, 'name': 'GS건설', 'date': '20180130', 'industry': '건설업', 'price': '31500', 'pbr': 0.67, 'eps': '-363', 'market_type': 'KOSPI', 'bps': '47136', 'industry_per': '24.69', 'code': '006360', 'per': '-86.78', 'foreign_ratio': '12.71', 'face_val': '5000', 'foreign_limit': '71675237', 'foreign_possession': '9113165', 'yield_ret': 0}
{'market_cap': 7046160000000, 'name': '한온시스템', 'date': '20180130', 'industry': '기계', 'price': '13200', 'pbr': 3.86, 'eps': '547', 'market_type': 'KOSPI', 'bps': '3424', 'industry_per': '9.58', 'code': '018880', 'per': '24.13', 'foreign_ratio': '19.26', 'face_val': '100', 'foreign_limit': '533800000', 'foreign_possession': '102820636', 'yield_ret': '1.71'}
{'market_cap': 8104266016000, 'name': '삼성전기', 'date': '20180130', 'industry': '전기전자', 'price': '108500', 'pbr': 1.93, 'eps': '190', 'market_type': 'KOSPI', 'bps': '56125', 'industry_per': '145.87', 'code': '009150', 'per': '571.05', 'foreign_ratio': '21.15', 'face_val': '5000', 'foreign_limit': '74693696', 'foreign_possession': '15796475', 'yield_ret': '0.69'}
{'market_cap': 85783304120, 'name': '우리들휴브레인', 'date': '20180130', 'industry': '유통업', 'price': '3980', 'pbr': 5.46, 'eps': '-507', 'market_type': 'KOSPI', 'bps': '729', 'industry_per': '39.72', 'code': '118000', 'per': '-7.85', 'foreign_ratio': '0.90', 'face_val': '500', 'foreign_limit': '21553594', 'foreign_possession': '193953', 'yield_ret': 0}
{'market_cap': 1964247988800, 'name': '한올바이오파마', 'date': '20180130', 'industry': '의약품', 'price': '37600', 'pbr': 18.39, 'eps': '39', 'market_type': 'KOSPI', 'bps': '2045', 'industry_per': '76.99', 'code': '009420', 'per': '964.10', 'foreign_ratio': '3.22', 'face_val': '500', 'foreign_limit': '52240638', 'foreign_possession': '1682381', 'yield_ret': 0}
{'market_cap': 119106981120, 'name': '키위미디어그룹', 'date': '20180130', 'industry': '유통업', 'price': '760', 'pbr': 1.46, 'eps': '-79', 'market_type': 'KOSPI', 'bps': '522', 'industry_per': '64.31', 'code': '012170', 'per': '-9.62', 'foreign_ratio': '0.69', 'face_val': '500', 'foreign_limit': '156719712', 'foreign_possession': '1080963', 'yield_ret': 0}
{'market_cap': 6505509278900, 'name': 'LG유플러스', 'date': '20180130', 'industry': '통신업', 'price': '14900', 'pbr': 1.35, 'eps': '1129', 'market_type': 'KOSPI', 'bps': '11054', 'industry_per': '12.98', 'code': '032640', 'per': '13.20', 'foreign_ratio': '84.39', 'face_val': '5000', 'foreign_limit': '213939571', 'foreign_possession': '180550904', 'yield_ret': '2.35'}
{'market_cap': 103475000000, 'name': '삼성 레버리지 WTI원유 선물 ETN', 'date': '20180130', 'industry': 'ETF', 'price': '20695', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '530031', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 36250000000, 'name': 'QV 레버리지 WTI원유 선물 ETN(H)', 'date': '20180130', 'industry': 'ETF', 'price': '18125', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '550042', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 216489405825, 'name': '인스코비', 'date': '20180130', 'industry': '통신업', 'price': '2475', 'pbr': 6.33, 'eps': '-77', 'market_type': 'KOSPI', 'bps': '391', 'industry_per': '12.04', 'code': '006490', 'per': '-32.14', 'foreign_ratio': '0.21', 'face_val': '500', 'foreign_limit': '87470467', 'foreign_possession': '186172', 'yield_ret': 0}
{'market_cap': 68673922030, 'name': '동원금속', 'date': '20180130', 'industry': '운수장비', 'price': '1910', 'pbr': 1.14, 'eps': '-60', 'market_type': 'KOSPI', 'bps': '1679', 'industry_per': '9.58', 'code': '018500', 'per': '-31.83', 'foreign_ratio': '0.52', 'face_val': '500', 'foreign_limit': '35954933', 'foreign_possession': '185753', 'yield_ret': '5.24'}
{'market_cap': 23435000000, 'name': 'TIGER 코스닥150선물인버스', 'date': '20180130', 'industry': 'ETF', 'price': '5450', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '250780', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 3053534937750, 'name': '포스코대우', 'date': '20180130', 'industry': '유통업', 'price': '24750', 'pbr': 1.12, 'eps': '977', 'market_type': 'KOSPI', 'bps': '22093', 'industry_per': '-20.16', 'code': '047050', 'per': '25.33', 'foreign_ratio': '10.08', 'face_val': '5000', 'foreign_limit': '123375149', 'foreign_possession': '12434904', 'yield_ret': '2.02'}
{'market_cap': 106171960060, 'name': '세화아이엠씨', 'date': '20180130', 'industry': '기계', 'price': '3785', 'pbr': 0.69, 'eps': '-412', 'market_type': 'KOSPI', 'bps': '5455', 'industry_per': '9.58', 'code': '145210', 'per': '-9.19', 'foreign_ratio': '2.62', 'face_val': '500', 'foreign_limit': '28050716', 'foreign_possession': '734981', 'yield_ret': '1.12'}
{'market_cap': 118248998400, 'name': '인지컨트롤스', 'date': '20180130', 'industry': '운수장비', 'price': '7800', 'pbr': 0.57, 'eps': '670', 'market_type': 'KOSPI', 'bps': '13578', 'industry_per': '9.58', 'code': '023800', 'per': '11.64', 'foreign_ratio': '14.59', 'face_val': '500', 'foreign_limit': '15160128', 'foreign_possession': '2211140', 'yield_ret': '1.28'}
{'market_cap': 125495500000, '{'market_cap': 158743796400, 'name': '디아이', 'date': '20180130', 'industry': '의료정밀', 'price': '5040', 'pbr': 1.29, 'eps': '32', 'market_type': 'KOSPI', 'bps': '3902', 'industry_per': '15.48', 'code': '003160', 'per': '157.50', 'foreign_ratio': '5.50', 'face_val': '500', 'foreign_limit': '31496785', 'foreign_possession': '1732083', 'yield_ret': '0.99'}
{'market_cap': 120704210800, 'name': 'YG PLUS', 'date': '20180130', 'industry': '서비스업', 'price': '2075', 'pbr': 1.19, 'eps': '-71', 'market_type': 'KOSPI', 'bps': '1749', 'industry_per': '64.31', 'code': '037270', 'per': '-29.23', 'foreign_ratio': '0.85', 'face_val': '500', 'foreign_l{'market_cap': 293880000000, 'name': '대원강업', 'date': '20180130', 'industry': '운수장비', 'price': '4740', 'pbr': 0.65, 'eps': '619', 'market_type': 'KOSPI', 'bps': '7243', 'industry_per': '9.58', 'code': '000430', 'per': '7.66', 'foreign_ratio': '1.44', 'face_val': '500', 'foreign_limit': '62000000', 'foreign_possession': '892818', 'yield_ret': '2.64'}
{'market_cap': 119928821200, 'name': '평화홀딩스', 'date': '20180130', 'industry': '기타금융업', 'price': '8200', 'pbr': 0.83, 'eps': '411', 'market_type': 'KOSPI', 'bps': '9938', 'industry_per': '9.58', 'code': '010770', 'per': '19.95', 'foreign_ratio': '16.01', 'face_val': '500', 'foreign_limit': '14625466', 'foreign_possession': '2341747', 'yield_ret': '1.83'}
{'market_cap': 15066555855800, 'name': '하나금융지주', 'date': '20180130', 'industry': '기타금융업', 'price': '50900', 'pbr': 0.67, 'eps': '4495', 'market_type': 'KOSPI', 'bps': '75971', 'industry_per': '9.87', 'code': '086790', 'per': '11.32', 'foreign_ratio': '74.35', 'face_val': '5000', 'foreign_limit': '296003062', 'foreign_possession': '220066587', 'yield_ret': '2.06'}
{'market_cap': 197339750000, 'name': 'KODEX 증권', 'date': '20180130', 'industry': 'ETF', 'price': '9115', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '102970', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 239906924750, 'name': '삼익악기', 'date': '20180130', 'industry': '미분류', 'price': '2650', 'pbr': 0.93, 'eps': '75', 'market_type': 'KOSPI', 'bps': '2839', 'industry_per': '19.69', 'code': '002450', 'per': '35.33', 'foreign_ratio': '3.73', 'face_val': '500', 'foreign_limit': '90530915', 'foreign_possession': '3372877', 'yield_ret': '1.89'}
{'market_cap': 502207200000, 'name': '롯데손해보험', 'date': '20180130', 'industry': '보험업', 'price': '3740', 'pbr': 0.99, 'eps': '216', 'market_type': 'KOSPI', 'bps': '3768', 'industry_per': '11.70', 'code': '000400', 'per': '17.31', 'foreign_ratio': '9.81', 'face_val': '1000', 'foreign_limit': '134280000', 'foreign_possession': '13171707', 'yield_ret': '0.27'}
{'market_cap': 320034310960, 'name': '한국카본', 'date': '20180130', 'industry': '기계', 'price': '7280', 'pbr': 0.94, 'eps': '379', 'market_type': 'KOSPI', 'bps': '7704', 'industry_per': '-6.50', 'code': '017960', 'per': '19.21', 'foreign_ratio': '16.47', 'face_val': '500', 'foreign_limit': '43960757', 'foreign_possession': '7239266', 'yield_ret': '1.79'}
{'market_cap': 118654018395, 'name': '필룩스', 'date': '20180130', 'industry': '전기전자', 'price': '3795', 'pbr': 1.33, 'eps': '211', 'market_type': 'KOSPI', 'bps': '2853', 'industry_per': '51.37', 'code': '033180', 'per': '17.99', 'foreign_ratio': '2.36', 'face_val': '500', 'foreign_limit': '31265881', 'foreign_possession': '737601', 'yield_ret': '1.99'}
{'market_cap': 470551988500, 'name': '나노메딕스', 'date': '20180130', 'industry': '기계', 'price': '21500', 'pbr': 27.22, 'eps': '125', 'market_type': 'KOSPI', 'bps': '790', 'industry_per': '-87.20', 'code': '074610', 'per': '172.00', 'foreign_ratio': '0.54', 'face_val': '500', 'foreign_limit': '21886139', 'foreign_possession': '119078', 'yield_ret': 0}
{'market_cap': 23239099587400, 'name': '한국전력', 'date': '20180130', 'industry': '전기가스', 'price': '36200', 'pbr': 0.32, 'eps': '10980', 'market_type': 'KOSPI', 'bps': '111725', 'industry_per': '3.64', 'code': '015760', 'per': '3.30', 'foreign_ratio': '76.23', 'face_val': '5000', 'foreign_limit': '256785634', 'foreign_possession': '195746561', 'yield_ret': '5.47'}
{'market_cap': 89629675200, 'name': '써니전자', 'date': '20180130', 'industry': '전기전자', 'price': '2990', 'pbr': 2.47, 'eps': '40', 'market_type': 'KOSPI', 'bps': '1210', 'industry_per': '145.87', 'code': '004770', 'per': '74.75', 'foreign_ratio': '1.77', 'face_val': '500', 'foreign_limit': '29976480', 'foreign_possession': '529865', 'yield_ret': 0}
{'market_cap': 1633074717260, 'name': 'SK네트웍스', 'date': '20180130', 'industry': '유통업', 'price': '6580', 'pbr': 0.67, 'eps': '-329', 'market_type': 'KOSPI', 'bps': '9778', 'industry_per': '32.62', 'code': '001740', 'per': '-20.00', 'foreign_ratio': '16.49', 'face_val': '2500', 'foreign_limit': '248187647', 'foreign_possession': '40923173', 'yield_ret': '1.52'}
{'market_cap': 100916220570, 'name': '보해양조', 'date': '20180130', 'industry': '음식료', 'price': '1045', 'pbr': 1.01, 'eps': '-75', 'market_type': 'KOSPI', 'bps': '1038', 'industry_per': '28.32', 'code': '000890', 'per': '-13.93', 'foreign_ratio': '3.04', 'face_val': '500', 'foreign_limit': '96570546', 'foreign_possession': '2937860', 'yield_ret': 0}
{'market_cap': 1202452486200, 'name': '동국제강', 'date': '20180130', 'industry': '철강금속', 'price': '12600', 'pbr': 0.54, 'eps': '643', 'market_type': 'KOSPI', 'bps': '23347', 'industry_per': '18.42', 'code': '001230', 'per': '19.60', 'foreign_ratio': '29.57', 'face_val': '5000', 'foreign_limit': '95432737', 'foreign_possession': '28219896', 'yield_ret': '1.19'}
{'market_cap': 7713166373000, 'name': '현대제철', 'date': '20180130', 'industry': '철강금속', 'price': '57800', 'pbr': 0.47, 'eps': '6136', 'market_type': 'KOSPI', 'bps': '122422', 'industry_per': '18.42', 'code': '004020', 'per': '9.42', 'foreign_ratio': '26.02', 'face_val': '5000', 'foreign_limit': '133445785', 'foreign_possession': '34717252', 'yield_ret': '1.30'}
{'market_cap': 16692077028000, 'name': 'LG전자', 'date': '20180130', 'industry': '전기전자', 'price': '102000', 'pbr': 1.53, 'eps': '425', 'market_type': 'KOSPI', 'bps': '66571', 'industry_per': '217.16', 'code': '066570', 'per': '240.00', 'foreign_ratio': '33.83', 'face_val': '5000', 'foreign_limit': '163647814', 'foreign_possession': '55359141', 'yield_ret': '0.39'}
{'market_cap': 226885746240, 'name': '세원셀론텍', 'date': '20180130', 'industry': '기계', 'price': '3720', 'pbr': 1.15, 'eps': '-149', 'market_type': 'KOSPI', 'bps': '3241', 'industry_per': '10.99', 'code': '091090', 'per': '-24.97', 'foreign_ratio': '2.42', 'face_val': '500', 'foreign_limit': '60990792', 'foreign_possession': '1474721', 'yield_ret': 0}
{'market_cap': 51407182906, 'name': '이아이디', 'date': '20180130', 'industry': '유통업', 'price': '419', 'pbr': 1.09, 'eps': '-206', 'market_type': 'KOSPI', 'bps': '384', 'industry_per': '10.99', 'code': '093230', 'per': '-2.03', 'foreign_ratio': '2.05', 'face_val': '200', 'foreign_limit': '122690174', 'foreign_possession': '2520495', 'yield_ret': 0}
{'market_cap': 41112286030, 'name': '엔케이물산', 'date': '20180130', 'industry': '유통업', 'price': '607', 'pbr': 0.7, 'eps': '-29', 'market_type': 'KOSPI', 'bps': '873', 'industry_per': '18.36', 'code': '009810', 'per': '-20.93', 'foreign_ratio': '1.40', 'face_val': '500', 'foreign_limit': '67730290', 'foreign_possession': '949557', 'yield_ret': 0}
{'market_cap': 13741817463300, 'name': '기아차', 'date': '20180130', 'industry': '운수장비', 'price': '33900', 'pbr': 0.51, 'eps': '6795', 'market_type': 'KOSPI', 'bps': '66294', 'industry_per': '5.88', 'code': '000270', 'per': '4.99', 'foreign_ratio': '37.76', 'face_val': '5000', 'foreign_limit': '405363347', 'foreign_possession': '153064984', 'yield_ret': '3.24'}
{'market_cap': 1352044965300, 'name': '한진칼', 'date': '20180130', 'industry': '기타금융업', 'price': '22850', 'pbr': 1.36, 'eps': '-7069', 'market_type': 'KOSPI', 'bps': '16779', 'industry_per': '-10.55', 'code': '180640', 'per': '-3.23', 'foreign_ratio': '5.65', 'face_val': '2500', 'foreign_limit': '59170458', '{'market_cap': 1926804120500, 'name': 'GKL', 'date': '20180130', 'industry': '서비스업', 'price': '31150', 'pbr': 3.71, 'eps': '1849', 'market_type': 'KOSPI', 'bps': '8386', 'industry_per': '27.38', 'code': '114090', 'per': '16.85', 'foreign_ratio': '16.97', 'face_val': '500', 'foreign_limit': '61855670', 'foreign_possession': '10495663', 'yield_ret': '3.21'}
{'market_cap': 123167883200, 'name': '대현', 'date': '20180130', 'industry': '섬유의복', 'price': '2720', 'pbr': 0.74, 'eps': '1035', 'market_type': 'KOSPI', 'bps': '3672', 'industry_per': '19.55', 'code': '016090', 'per': '2.63', 'foreign_ratio': '5.72', 'face_val': '500', 'foreign_limit': '45282310', 'foreign_possession': '2588402', 'yield_ret': '1.84'}
{'market_cap': 836985807000, 'name': '경동나비�{'market_cap': 2394433665600, 'name': '대우조선해양', 'date': '20180130', 'industry': '운수장비', 'price': '22450', 'pbr': 1.43, 'eps': '-126098', 'market_type': 'KOSPI', 'bps': '15663', 'industry_per': '-6.50', 'code': '042660', 'per': '-0.18', 'foreign_ratio': '5.93', 'face_val': '5000', 'foreign_limit': '106656288', 'foreign_possession': '6319553', 'yield_ret': '8.57'}
{'market_cap': 311012500000, 'name': '두산엔진', 'date': '20180130', 'industry': '기계', 'price': '4475', 'pbr': 0.58, 'eps': '-2608', 'market_type': 'KOSPI', 'bps': '7687', 'industry_per': '-6.50', 'code': '082740', 'per': '-1.72', 'foreign_ratio': '3.67', 'face_val': '1000', 'foreign_limit': '69500000', 'foreign_possession': '2552135', 'yield_ret': 0}
{'market_cap': 26935986106000, 'name': '삼성물산', 'date': '20180130', 'industry': '유통업', 'price': '142000', 'pbr': 1.28, 'eps': '561', 'market_type': 'KOSPI', 'bps': '110964', 'industry_per': '32.62', 'code': '028260', 'per': '253.12', 'foreign_ratio': '9.90', 'face_val': '100', 'foreign_limit': '189690043', 'foreign_possession': '18772727', 'yield_ret': '0.39'}
{'market_cap': 3471210369900, 'name': 'BNK금융지주', 'date': '20180130', 'industry': '기타금융업', 'price': '10650', 'pbr': 0.51, 'eps': '1568', 'market_type': 'KOSPI', 'bps': '20811', 'industry_per': '9.87', 'code': '138930', 'per': '6.79', 'foreign_ratio': '51.93', 'face_val': '5000', 'foreign_limit': '325935246', 'foreign_possession': '169267902', 'yield_ret': '2.16'}
{'market_cap': 140592500700, 'name': 'STX중공업', 'date': '20180130', 'industry': '기계', 'price': '5700', 'pbr': -0.01, 'eps': '-553409', 'market_type': 'KOSPI', 'bps': '-471111', 'industry_per': '-87.20', 'code': '071970', 'per': '-0.01', 'foreign_ratio': '2.49', 'face_val': '2500', 'foreign_limit': '24665351', 'foreign_possession': '615245', 'yield_ret': 0}
{'market_cap': 11525800000000, 'name': '우리은행', 'date': '20180130', 'industry': '은행', 'price': '17050', 'pbr': 0.56, 'eps': '1866', 'market_type': 'KOSPI', 'bps': '30279', 'industry_per': '9.87', 'code': '000030', 'per': '9.14', 'foreign_ratio': '27.64', 'face_val': '5000', 'foreign_limit': '676000000', 'foreign_possession': '186855711', 'yield_ret': '2.35'}
{'market_cap': 119988631500, 'name': '동양물산', 'date': '20180130', 'industry': '기계', 'price': '1835', 'pbr': 0.9, 'eps': '56', 'market_type': 'KOSPI', 'bps': '2029', 'industry_per': '-87.20', 'code': '002900', 'per': '32.77', 'foreign_ratio': '9.37', 'face_val': '500', 'foreign_limit': '65388900', 'foreign_possession': '6126822', 'yield_ret': '0.55'}
{'market_cap': 162180000000, 'name': 'KINDEX 베트남VN30(합성)', 'date': '20180130', 'industry': 'ETF', 'price': '15900', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '245710', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 6480250000, 'name': 'KBSTAR 코스닥150선물인버스', 'date': '20180130', 'industry': 'ETF', 'price': '5635', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '275750', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 463649100200, 'name': '암니스', 'date': '20180130', 'industry': '전기전자', 'price': '19100', 'pbr': 28.3, 'eps': '-1258', 'market_type': 'KOSPI', 'bps': '675', 'industry_per': '-237.62', 'code': '007630', 'per': '-15.18', 'foreign_ratio': '0.11', 'face_val': '500', 'foreign_limit': '24274822', 'foreign_possession': '26857', 'yield_ret': 0}
{'market_cap': 120643000000, 'name': 'TIGER 200선물인버스2X', 'date': '20180130', 'industry': 'ETF', 'price': '5410', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '252710', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 13903974812000, 'name': 'S-Oil', 'date': '20180130', 'industry': '화학', 'price': '123500', 'pbr': 2.25, 'eps': '10337', 'market_type': 'KOSPI', 'bps': '54901', 'industry_per': '10.99', 'code': '010950', 'per': '11.95', 'foreign_ratio': '77.16', 'face_val': '2500', 'foreign_limit': '112582792', 'foreign_possession': '86873051', 'yield_ret': '5.02'}
{'market_cap': 141789679870, 'name': '한신기계', 'date': '20180130', 'industry': '기계', 'price': '4370', 'pbr': 1.8, 'eps': '190', 'market_type': 'KOSPI', 'bps': '2432', 'industry_per': '-87.20', 'code': '011700', 'per': '23.00', 'foreign_ratio': '24.38', 'face_val': '500', 'foreign_limit': '32446151', 'foreign_possession': '7909261', 'yield_ret': '1.49'}
{'market_cap': 417610596900, 'name': '유양디앤유', 'date': '20180130', 'industry': '전기전자', 'price': '7980', 'pbr': 6.25, 'eps': '-129', 'market_type': 'KOSPI', 'bps': '1277', 'industry_per': '62.79', 'code': '011690', 'per': '-61.86', 'foreign_ratio': '1.95', 'face_val': '500', 'foreign_limit': '52332155', 'foreign_possession': '1020838', 'yield_ret': 0}
{'market_cap': 63291851909, 'name': '미래아이앤지', 'date': '20180130', 'industry': '서비스업', 'price': '611', 'pbr': 0.95, 'eps': '-33', 'market_type': 'KOSPI', 'bps': '643', 'industry_per': '41.45', 'code': '007120', 'per': '-18.52', 'foreign_ratio': '1.20', 'face_val': '500', 'foreign_limit': '103587319', 'foreign_possession': '1239261', 'yield_ret': 0}
{'market_cap': 145724882240, 'name': '신원', 'date': '20180130', 'industry': '섬유의복', 'price': '2120', 'pbr': 0.66, 'eps': '-92', 'market_type': 'KOSPI', 'bps': '3223', 'industry_per': '19.55', 'code': '009270', 'per': '-23.04', 'foreign_ratio': '2.50', 'face_val': '500', 'foreign_limit': '68738152', 'foreign_possession': '1719260', 'yield_ret': 0}
{'market_cap': 330141771860, 'name': '알루코', 'date': '20180130', 'industry': '철강금속', 'price': '4430', 'pbr': 1.65, 'eps': '320', 'market_type': 'KOSPI', 'bps': '2691', 'industry_per': '17.09', 'code': '001780', 'per': '13.84', 'foreign_ratio': '1.37', 'face_val': '500', 'foreign_limit': '74524102', 'foreign_possession': '1017539', 'yield_ret': '1.13'}
{'market_cap': 24990318234900, 'name': '신한지주', 'date': '20180130', 'industry': '기타금융업', 'price': '52700', 'pbr': 0.8, 'eps': '5810', 'market_type': 'KOSPI', 'bps': '65605', 'industry_per': '9.87', 'code': '055550', 'per': '9.07', 'foreign_ratio': '69.76', 'face_val': '5000', 'foreign_limit': '474199587', 'foreign_possession': '330800019', 'yield_ret': '2.75'}
