{'market_cap': 1970604000000, 'name': 'KODEX 레버리지', 'date': '20180130', 'industry': 'ETF', 'price': '19095', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '122630', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 623368039600, 'name': 'DB하이텍', 'date': '20180130', 'industry': '전기전자', 'price': '14050', 'pbr': 1.78, 'eps': '1985', 'market_type': 'KOSPI', 'bps': '7900', 'industry_per': '15.48', 'code': '000990', 'per': '7.08', 'foreign_ratio': '18.89', 'face_val': '5000', 'foreign_limit': '44{'market_cap': 3245550000000, 'name': 'GS리테일', 'date': '20180130', 'industry': '유통업', 'price': '42150', 'pbr': 1.63, 'eps': '3562', 'market_type': 'KOSPI', 'bps': '25842', 'industry_per': '16.32', 'code': '007070', 'per': '11.83', 'foreign_ratio': '21.28', 'face_val': '1000', 'foreign_limit': '77000000', 'foreign_possession': '16382150', 'yield_ret': '2.61'}
{'market_cap': 1316485679000, 'name': '코스맥스', {'market_cap': 580860000000, 'name': '화승인더', 'date': '20180130', 'industry': '화학', 'price': '10500', 'pbr': 2.5, 'eps': '804', 'market_type': 'KOSPI', 'bps': '4196', 'industry_per': '19.55', 'code': '006060', 'per': '13.06', 'foreign_ratio': '21.66', 'face_val': '500', 'foreign_limit': '55320000', 'foreign_possession': '11983245', 'yield_ret': '0.24'}
{'market_cap': 16796000000, 'name': 'KODEX 건설', 'date': '20180130', 'industry': 'ETF', 'price': '3230', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '117700', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 1173262034550, 'name': '다우기술', 'date': '20180130', 'industry': '서비스업', 'price': '26150', 'pbr': 1.22, 'eps': '2173', 'market_type': 'KOSPI', 'bps': '21517', 'industry_per': '41.45', 'code': '023590', 'per': '12.03', 'foreign_ratio': '25.47', 'face_val': '500', 'foreign_limit': '44866617', 'foreign_possession': '11427853', 'yield_ret': '0.96'}
{'market_cap': 1798920000000, 'name': '한화테크윈', 'date': '20180130', 'industry': '운수장비', 'price': '34200', 'pbr': 0.78, 'eps': '6498', 'market_type': 'KOSPI', 'bps': '44025', 'industry_per': '13.75', 'code': '012450', 'per': '5.26', 'foreign_ratio': '16.36', 'face_val': '5000', 'foreign_limit': '52600000', 'foreign_possession': '8605857', 'yield_ret': '0.88'}
{'market_cap': 187550315050, 'name': '화승알앤에이', 'date': '20180130', 'industry': '운수장비', 'price': '2905', 'pbr': 0.53, 'eps': '902', 'market_type': 'KOSPI', 'bps': '5450', 'industry_per': '9.58', 'code': '013520', 'per': '3.22', 'foreign_ratio': '3.66', 'face_val': '500', 'foreign_limit': '64561210', 'foreign_possession': '2365047', 'yield_ret': '1.72'}
{'market_cap': 167895858935, 'name': '이월드', 'date': '20180130', 'industry': '서비스업', 'price': '1855', 'pbr': 1.31, 'eps': '23', 'market_type': 'KOSPI', 'bps': '1415', 'industry_per': '27.38', 'code': '084680', 'per': '80.65', 'foreign_ratio': '15.11', 'face_val': '1000', 'foreign_limit': '90509897', 'foreign_possession': '13674472', 'yield_ret': 0}
{'market_cap': 826316882040, 'name': '쌍용차', 'date': '20180130', 'industry': '운수장비', 'price': '5990', 'pbr': 1.01, 'eps': '423', 'market_type': 'KOSPI', 'bps': '5923', 'industry_per': '5.88', 'code': '003620', 'per': '14.16', 'foreign_ratio': '77.38', 'face_val': '5000', 'foreign_limit': '137949396', 'foreign_possession': '106742055', 'yield_ret': 0}
{'market_cap': 2055121870950, 'name': 'DGB금융지주', 'date': '20180130', 'industry': '기타금융업', 'price': '12150', 'pbr': 0.56, 'eps': '1702', 'market_type': 'KOSPI', 'bps': '21773', 'industry_per': '9.87', 'code': '139130', 'per': '7.14', 'foreign_ratio': '61.55', 'face_val': '5000', 'foreign_limit': '169145833', 'foreign_possession': '104108523', 'yield_ret': '2.47'}
{'market_cap': 73963849520, 'name': '한국내화', 'date': '20180130', 'industry': '비금속', 'price': '3235', 'pbr': 0.64, 'eps': '251', 'market_type': 'KOSPI', 'bps': '5080', 'industry_per': '17.09', 'code': '010040', 'per': '12.89', 'foreign_ratio': '0.76', 'face_val': '500', 'foreign_limit': '22863632', 'foreign_possession': '174025', 'yield_ret': '0.77'}
{'market_cap': 623469479650, 'name': '남해화학', 'date': '20180130', 'industry': '화학', 'price': '12550', 'pbr': 1.51, 'eps': '292', 'market_type': 'KOSPI', 'bps': '8293', 'industry_per': '14.83', 'code': '025860', 'per': '42.98', 'foreign_ratio': '5.95', 'face_val': '1000', 'foreign_limit': '49678843', 'foreign_possession': '2957701', 'yield_ret': '0.36'}
{'market_cap': 3088557463500, 'name': 'LG이노텍', 'date': '20180130', 'industry': '전기전자', 'price': '130500', 'pbr': 1.74, 'eps': '209', 'market_type': 'KOSPI', 'bps': '75154', 'industry_per': '145.87', 'code': '011070', 'per': '624.40', 'foreign_ratio': '20.17', 'face_val': '5000', 'foreign_limit': '23667107', 'foreign_possession': '4773902', 'yield_ret': '0.19'}
{'market_cap': 97208045550, 'name': '일신석재', 'date': '20180130', 'industry': '유통업', 'price': '1255', 'pbr': 1.93, 'eps': '-29', 'market_type': 'KOSPI', 'bps': '650', 'industry_per': '17.33', 'code': '007110', 'per': '-43.28', 'foreign_ratio': '1.56', 'face_val': '500', 'foreign_limit': '77456610', 'foreign_possession': '1204789', 'yield_ret': 0}
{'market_cap': 943540000000, 'name': '태영건설', 'date': '20180130', 'industry': '건설업', 'price': '12350', 'pbr': 1.06, 'eps': '2', 'market_type': 'KOSPI', 'bps': '11678', 'industry_per': '24.69', 'code': '009410', 'per': '6175.00', 'foreign_ratio': '9.53', 'face_val': '500', 'foreign_limit': '76400000', 'foreign_possession': '7281312', 'yield_ret': 0}
{'market_cap': 185707791000, 'name': '이수페타시스', 'date': '20180130', 'industry': '전기전자', 'price': '4500', 'pbr': 0.91, 'eps': '90', 'market_type': 'KOSPI', 'bps': '4970', 'industry_per': '145.87', 'code': '007660', 'per': '50.00', 'foreign_ratio': '3.68', 'face_val': '1000', 'foreign_limit': '41268398', 'foreign_possession': '1517089', 'yield_ret': '2.22'}
{'market_cap': 453988775400, 'name': '코스모화학', 'date': '20180130', 'industry': '화학', 'price': '30350', 'pbr': 5.45, 'eps': '-5504', 'market_type': 'KOSPI', 'bps': '5572', 'industry_per': '14.83', 'code': '005420', 'per': '-5.51', 'foreign_ratio': '1.31', 'face_val': '5000', 'foreign_limit': '14958444', 'foreign_possession': '196094', 'yield_ret': 0}
{'market_cap': 113280510000, 'name': '케이티스', 'date': '20180130', 'industry': '서비스업', 'price': '3255', 'pbr': 0.7, 'eps': '287', 'market_type': 'KOSPI', 'bps': '4650', 'industry_per': '36.23', 'code': '058860', 'per': '11.34', 'foreign_ratio': '5.47', 'face_val': '500', 'foreign_limit': '34802000', 'foreign_possession': '1902042', 'yield_ret': '2.46'}
{'market_cap': 157535028720, 'name': '진원생명과학', 'date': '20180130', 'industry': '의약품', 'price': '7440', 'pbr': 3.61, 'eps': '-889', 'market_type': 'KOSPI', 'bps': '2060', 'industry_per': '-2,102.47', 'code': '011000', 'per': '-8.37', 'foreign_ratio': '10.64', 'face_val': '1000', 'foreign_limit': '21174063', 'foreign_possession': '2253187', 'yield_ret': 0}
{'market_cap': 140844000000, 'name': 'KOSEF 미국달러선물 레버리지(합성)', 'date': '20180130', 'industry': 'ETF', 'price': '7760', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '225800', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 597160778080, 'name': 'JW홀딩스', 'date': '20180130', 'industry': '기타금융업', 'price': '9440', 'pbr': 5.04, 'eps': '-144', 'market_type': 'KOSPI', 'bps': '1872', 'industry_per': '76.99', 'code': '096760', 'per': '-65.56', 'foreign_ratio': '4.08', 'face_val': '500', 'foreign_limit': '63258557', 'foreign_possession': '2578890', 'yield_ret': '0.78'}
{'market_cap': 154374539260, 'name': '성신양회', 'date': '20180130', 'industry': '비금속', 'price': '6430', 'pbr': 0.5, 'eps': '502', 'market_type': 'KOSPI', 'bps': '12788', 'industry_per': '17.33', 'code': '004980', 'per': '12.81', 'foreign_ratio': '11.74', 'face_val': '5000', 'foreign_limit': '24008482', 'foreign_possession': '2818377', 'yield_ret': 0}
{'market_cap': 118385066240, 'name': '대원화성', 'date': '20180130', 'industry': '화학', 'price': '2870', 'pbr': 1.66, 'eps': '175', 'market_type': 'KOSPI', 'bps': '1730', 'industry_per': '19.55', 'code': '024890', 'per': '16.40', 'foreign_ratio': '3.02', 'face_val': '500', 'foreign_limit': '41249152', 'foreign_possession': '1246085', 'yield_ret': 0}
{'market_cap': 287049812600, 'name': '유니퀘스트', 'date': '20180130', 'industry': '유통업', 'price': '10600', 'pbr': 1.57, 'eps': '160', 'market_type': 'KOSPI', 'bps': '6747'{'market_cap': 7947869096000, 'name': '현대로보틱스', 'date': '20180130', 'industry': '기타금융업', 'price': '488000', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': '32.62', 'code': '267250', 'per': 0, 'foreign_ratio': '21.72', 'face_val': '5000', 'foreign_limit': '16286617', 'foreign_possession': '3537306', 'yield_ret': 0}
{'market_cap': 6699172668500, 'name': '한미사이언스', 'date': '20180130', 'industry': '기타금융업', 'price': '105500', 'pbr': 10.17, 'eps': '125', 'market_type': 'KOSPI', 'bps': '10374', 'in{'market_cap': 1005996983000, 'name': 'JW중외제약', 'date': '20180130', 'industry': '의약품', 'price': '51500', 'pbr': 4.01, 'eps': '-538', 'market_type': 'KOSPI', 'bps': '12835', 'industry_per': '76.99', 'code': '001060', 'per': '-95.72', 'foreign_ratio': '5.85', 'face_val': '2500', 'foreign_limit': '19533922', 'foreign_possession': '1142532', 'yield_ret': '0.47'}
{'market_cap': 492723000000, 'name': '삼화콘덴서', 'date': '20180130', 'industry': '전기전자', 'price': '47400', 'pbr': 9.25, 'eps': '539', 'market_type': 'KOSPI', 'bps': '5123', 'industry_per': '51.37', 'code': '001820', 'per': '87.94', 'foreign_ratio': '3.93', 'face_val': '1000', 'foreign_limit': '10395000', 'foreign_possession': '408489', 'yield_ret': '0.10'}
{'market_cap': 868225140000, 'name': '대신증권', 'date': '20180130', 'industry': '증권', 'price': '17100', 'pbr': 0.69, 'eps': '853', 'market_type': 'KOSPI', 'bps': '24952', 'industry_per': '23.06', 'code': '003540', 'per': '20.05', 'foreign_ratio': '22.80', 'face_val': '5000', 'foreign_limit': '50773400', 'foreign_possession': '11575557', 'yield_ret': '3.22'}
{'market_cap': 170691666000, 'name': '퍼스텍', 'date': '20180130', 'industry': '기계', 'price': '3650', 'pbr': 2.48, 'eps': '-11', 'market_type': 'KOSPI', 'bps': '1471', 'industry_per': '13.75', 'code': '010820', 'per': '-331.82', 'foreign_ratio': '1.12', 'face_val': '500', 'foreign_limit': '46764840', 'foreign_possession': '521431', 'yield_ret': '0.82'}
{'market_cap': 105075439840, 'name': '국제약품', 'date': '20180130', 'industry': '의약품', 'price': '6040', 'pbr': 1.54, 'eps': '43', 'market_type': 'KOSPI', 'bps': '3917', 'industry_per': '76.99', 'code': '002720', 'per': '140.47', 'foreign_ratio': '6.29', 'face_val': '1000', 'foreign_limit': '17396596', 'foreign_possession': '1094369', 'yield_ret': '0.15'}
{'market_cap': 489636665000, 'name': 'SBS미디어홀딩스', 'date': '20180130', 'industry': '기타금융업', 'price': '3500', 'pbr': 0.71, 'eps': '90', 'market_type': 'KOSPI', 'bps': '4917', 'industry_per': '64.31', 'code': '101060', 'per': '38.89', 'foreign_ratio': '3.82', 'face_val': '500', 'foreign_limit': '139896190', 'foreign_possession': '5349114', 'yield_ret': '0.71'}
{'market_cap': 194327961600, 'name': 'SG세계물산', 'date': '20180130', 'industry': '유통업', 'price': '960', 'pbr': 0.97, 'eps': '-19', 'market_type': 'KOSPI', 'bps': '987', 'industry_per': '19.55', 'code': '004060', 'per': '-50.53', 'foreign_ratio': '2.13', 'face_val': '500', 'foreign_limit': '202424960', 'foreign_possession': '4313940', 'yield_ret': 0}
{'market_cap': 69546500000, 'name': '태양금속', 'date': '20180130', 'industry': '운수장비', 'price': '1895', 'pbr': 0.69, 'eps': '241', 'market_type': 'KOSPI', 'bps': '2757', 'industry_per': '9.58', 'code': '004100', 'per': '7.86', 'foreign_ratio': '2.92', 'face_val': '500', 'foreign_limit': '36700000', 'foreign_possession': '1073374', 'yield_ret': '1.05'}
{'market_cap': 71117461305, 'name': '유니켐', 'date': '20180130', 'industry': '미분류', 'price': '1395', 'pbr': 2.5, 'eps': '35', 'market_type': 'KOSPI', 'bps': '559', 'industry_per': '19.55', 'code': '011330', 'per': '39.86', 'foreign_ratio': '0.85', 'face_val': '500', 'foreign_limit': '50980259', 'foreign_possession': '431147', 'yield_ret': 0}
{'market_cap': 5087783069600, 'name': '한국금융지주', 'date': '20180130', 'industry': '기타금융업', 'price': '91300', 'pbr': 1.58, 'eps': '4542', 'market_type': 'KOSPI', 'bps': '57842', 'industry_per': '23.06', 'code': '071050', 'per': '20.10', 'foreign_ratio': '36.31', 'face_val': '5000', 'foreign_limit': '55725992', 'foreign_possession': '20236075', 'yield_ret': '0.88'}
{'market_cap': 72817500000, 'name': '한국종합기술', 'date': '20180130', 'industry': '서비스업', 'price': '6650', 'pbr': 0.59, 'eps': '280', 'market_type': 'KOSPI', 'bps': '11178', 'industry_per': '24.69', 'code': '023350', 'per': '23.75', 'foreign_ratio': '0.99', 'face_val': '500', 'foreign_limit': '10950000', 'foreign_possession': '108932', 'yield_ret': '1.50'}
{'market_cap': 840880193600, 'name': '일양약품', 'date': '20180130', 'industry': '의약품', 'price': '44150', 'pbr': 4.12, 'eps': '303', 'market_type': 'KOSPI', 'bps': '10727', 'industry_per': '76.99', 'code': '007570', 'per': '145.71', 'foreign_ratio': '7.83', 'face_val': '2500', 'foreign_limit': '19045984', 'foreign_possession': '1492033', 'yield_ret': '0.23'}
{'market_cap': 42908400000, 'name': 'TIGER 코스닥150IT', 'date': '20180130', 'industry': 'ETF', 'price': '15660', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '261060', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 251494605600, 'name': '코스모신소재', 'date': '20180130', 'industry': '화학', 'price': '15450', 'pbr': 4.53, 'eps': '92', 'market_type': 'KOSPI', 'bps': '3407', 'industry_per': '14.83', 'code': '005070', 'per': '167.93', 'foreign_ratio': '0.03', 'face_val': '5000', 'foreign_limit': '16277968', 'foreign_possession': '4082', 'yield_ret': 0}
{'market_cap': 37502000000, 'name': 'KODEX 중국본토CSI300', 'date': '20180130', 'industry': 'ETF', 'price': '11030', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '283580', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 364579615000, 'name': '경보제약', 'date': '20180130', 'industry': '의약품', 'price': '15250', 'pbr': 2.82, 'eps': '531', 'market_type': 'KOSPI', 'bps': '5413', 'industry_per': '76.99', 'code': '214390', 'per': '28.72', 'foreign_ratio': '3.07', 'face_val': '500', 'foreign_limit': '23906860', 'foreign_possession': '734052', 'yield_ret': '1.31'}
{'market_cap': 45614709000, 'name': '국동', 'date': '20180130', 'industry': '유통업', 'price': '3500', 'pbr': 0.77, 'eps': '566', 'market_type': 'KOSPI', 'bps': '4535', 'industry_per': '19.55', 'code': '005320', 'per': '6.18', 'foreign_ratio': '2.43', 'face_val': '500', 'foreign_limit': '13032774', 'foreign_possession': '316367', 'yield_ret': 0}
{'market_cap': 42784500000, 'name': 'KODEX China H 레버리지(H)', 'date': '20180130', 'industry': 'ETF', 'price': '12965', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '204450', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 437400000000, 'name': '교보증권', 'date': '20180130', 'industry': '증권', 'price': '12150', 'pbr': 0.57, 'eps': '1731', 'market_type': 'KOSPI', 'bps': '21497', 'industry_per': '23.06', 'code': '030610', 'per': '7.02', 'foreign_ratio': '12.46', 'face_val': '5000', 'foreign_limit': '36000000', 'foreign_possession': '4484319', 'yield_ret': '1.40'}
{'market_cap': 6569117224600, 'name': 'GS', 'date': '20180130', 'industry': '기타금융업', 'price': '70700', 'pbr': 0.96, 'eps': '8508', 'market_type': 'KOSPI', 'bps': '73559', 'industry_per': '10.99', 'code': '078930', 'per': '8.31', 'foreign_ratio': '19.97', 'face_val': '5000', 'foreign_limit': '92915378', 'foreign_possession': '18559752', 'yield_ret': '2.26'}
{'market_cap': 1578944083300, 'name': '현대엘리베이', 'date': '20180130', 'industry': '기계', 'price': '64100', 'pbr': 2.03, 'eps': '5225', 'market_type': 'KOSPI', 'bps': '31605', 'industry_per': '-87.20', 'code': '017800', 'per': '12.27', 'foreign_ratio': '36.49', 'face_val': '5000', 'foreign_limit': '24632513', 'foreign_possession': '8989561', 'yield_ret': '0.78'}
{'market_cap': 339570000000, 'name': 'KODEX 200TR', 'date': '20180130', 'industry': 'ETF', 'price': '10290', 'pbr': 0, 'eps': 0, 'market_typ{'market_cap': 47331000000, 'name': 'KBSTAR 중국본토대형주CSI100', 'date': '20180130', 'industry': 'ETF', 'price': '17530', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '174360', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 12093200000, 'name': 'KODEX 기계장비', 'date': '20180130', 'industry': 'ETF', 'price': '6170', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '102960', {'market_cap': 16146800000, 'name': 'TIGER 증권', 'date': '20180130', 'industry': 'ETF', 'price': '5455', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '157500', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 379371300000, 'name': 'ARIRANG 고배당주', 'date': '20180130', 'industry': 'ETF', 'price': '14930', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '161510', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 208208526000, 'name': '성창기업지주', 'date': '20180130', 'industry': '서비스업', 'price': '2985', 'pbr': 0.41, 'eps': '303', 'market_type': 'KOSPI', 'bps': '7313', 'industry_per': '27.91', 'code': '000180', 'per': '9.85', 'foreign_ratio': '3.84', 'face_val': '500', 'foreign_limit': '69751600', 'foreign_possession': '2677690', 'yield_ret': '0.34'}
{'market_cap': 74542000000, 'name': 'KODEX 200 중소형', 'date': '20180130', 'industry': 'ETF', 'price': '12220', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '226980', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 5231493000000, 'name': '롯데지주', 'date': '20180130', 'industry': '음식료', 'price': '71000', 'pbr': 1.03, 'eps': '1965', 'market_type': 'KOSPI', 'bps': '68737', 'industry_per': '16.64', 'code': '004990', 'per': '36.13', 'foreign_ratio': '21.41', 'face_val': '200', 'foreign_limit': '73683000', 'foreign_possession': '15773275', 'yield_ret': '0.64'}
{'market_cap': 24287293818500, 'name': '현대모비스', 'date': '20180130', 'industry': '운수장비', 'price': '249500', 'pbr': 0.83, 'eps': '31205', 'market_type': 'KOSPI', 'bps': '300878', 'industry_per': '9.58', 'code': '012330', 'per': '8.00', 'foreign_ratio': '47.89', 'face_val': '5000', 'foreign_limit': '97343863', 'foreign_possession': '46614917', 'yield_ret': '1.40'}
{'market_cap': 508153574250, 'name': 'BGF', 'date': '20180130', 'industry': '유통업', 'price': '15750', 'pbr': 0.84, 'eps': '3704', 'market_type': 'KOSPI', 'bps': '18649', 'industry_per': '16.32', 'code': '027410', 'per': '4.25', 'foreign_ratio': '13.07', 'face_val': '1000', 'foreign_limit': '32263719', 'foreign_possession': '4216479', 'yield_ret': '5.08'}
{'market_cap': 209673742195, 'name': '웅진', 'date': '20180130', 'industry': '기타금융업', 'price': '2885', 'pbr': 0.58, 'eps': '-9', 'market_type': 'KOSPI', 'bps': '4938', 'industry_per': '32.62', 'code': '016880', 'per': '-320.56', 'foreign_ratio': '4.52', 'face_val': '500', 'foreign_limit': '72677207', 'foreign_possession': '3288145', 'yield_ret': 0}
{'market_cap': 363872699050, 'name': '금호산업', 'date': '20180130', 'industry': '건설업', 'price': '10150', 'pbr': 1.15, 'eps': '1021', 'market_type': 'KOSPI', 'bps': '8802', 'industry_per': '24.69', 'code': '002990', 'per': '9.94', 'foreign_ratio': '5.54', 'face_val': '5000', 'foreign_limit': '35849527', 'foreign_possession': '1984618', 'yield_ret': '2.96'}
{'market_cap': 7145612700000, 'name': '강원랜드', 'date': '20180130', 'industry': '서비스업', 'price': '33400', 'pbr': 2.08, 'eps': '2125', 'market_type': 'KOSPI', 'bps': '16043', 'industry_per': '27.38', 'code': '035250', 'per': '15.72', 'foreign_ratio': '29.09', 'face_val': '500', 'foreign_limit': '213940500', 'foreign_possession': '62241500', 'yield_ret': '2.96'}
{'market_cap': 287811000000, 'name': 'TIGER 차이나CSI300레버리지(합성)', 'date': '20180130', 'industry': 'ETF', 'price': '25470', 'pbr': 0, 'eps': 0, 'market_type': 'KOSPI', 'bps': 0, 'industry_per': 0, 'code': '204480', 'per': 0, 'foreign_ratio': 0, 'face_val': 0, 'foreign_limit': 0, 'foreign_possession': 0, 'yield_ret': 0}
{'market_cap': 374428770000, 'name': '일진다이아', 'date': '20180130', 'industry': '화학', 'price': '33200', 'pbr': 4.41, 'eps': '413', 'market_type': 'KOSPI', 'bps': '7523', 'industry_per': '17.09', 'code': '081000', 'per': '80.39', 'foreign_ratio': '1.19', 'face_val': '1000', 'foreign_limit': '11277975', 'foreign_possession': '134749', 'yield_ret': '0.30'}
